,dataset_name,target_col,reverse,alg_name,CV R2 val,CV RMSE val,CV MAE val,FCV R2 val,FCV R val,FCV RMSE val,FCV MAE val,FCV DP val,FH R2 val,FH R val,FH RMSE val,FH MAE val,FH DP val,R2 test,R test,RMSE test,MAE test,DP test,rank_R2_test,rank_RMSE_test,rank_MAE_test,rank_DP_test,rank_CV_R2_val,rank_CV_RMSE_val,rank_CV_MAE_val,rank_FCV_R2_val,rank_FCV_RMSE_val,rank_FCV_MAE_val,rank_FCV_DP_val,rank_FH_R2_val,rank_FH_RMSE_val,rank_FH_MAE_val,rank_FH_DP_val
6,brgoch_superhard_training,shear_modulus,False,KNeighbors,0.6861473683465552,0.5602255185668042,0.36255225794270257,-5.192386487278357,0.865242908635582,0.7244356025819024,0.6429208742496916,0.5866379310344827,-116.71543650636362,-0.09042262606615589,0.6172884074726764,0.4438114055067603,0.47844827586206895,-52.74781772727469,0.2905742246069177,0.6343429862590317,0.523434907260954,0.4591439688715953,6.0,4.0,4.0,2.0,5.0,5.0,5.0,8.0,4.0,1.0,6.0,6.0,4.0,4.0,5.0
7,brgoch_superhard_training,shear_modulus,False,DecisionTree,0.5743627837538193,0.6524087800192305,0.4232915545010186,-2.1232914596311234,0.7870923054872203,0.7685574515337827,0.6114718723264796,0.5463362068965517,-103.20068333221124,-0.07216499877196005,0.5807733717579793,0.3724767424931785,0.4297872340425532,-48.27855071677695,0.057448002310973176,0.6073970633936628,0.4724849998615725,0.437984496124031,5.0,5.0,7.0,4.0,6.0,4.0,4.0,4.0,1.0,4.0,8.0,5.0,5.0,9.0,9.0
8,brgoch_superhard_training,shear_modulus,False,RbfSVR,0.7122214613403066,0.5364499404974274,0.35556481598884293,-3.144343934879743,0.8712740738656168,0.6432387180505876,0.5551231370320433,0.660208907425337,-78.66138799043405,-0.052049689653921226,0.5078030990303516,0.3776258729315528,0.5431034482758621,-34.95882453524485,0.267133419590464,0.5188555514599943,0.4347504675019268,0.490272373540856,2.0,8.0,9.0,1.0,4.0,6.0,6.0,5.0,9.0,9.0,2.0,3.0,7.0,7.0,1.0
0,double_perovskites_gap,gap gllbsc,True,Ridge,0.4132201883804947,0.7660155426748894,0.6244746453247203,-36.077388401416044,0.9228422235193808,1.0990070231281364,1.0330512875878022,0.537017670393076,-219.06449833934147,-0.1936981053613727,1.3543214685548333,1.2417339249806278,0.5726495726495726,-17.038488066432294,0.1215070126670411,1.2003666169943614,1.0249865047334024,0.5725190839694656,2.0,8.0,8.0,7.0,8.0,2.0,1.0,9.0,2.0,1.0,1.0,6.0,4.0,3.0,7.0
1,double_perovskites_gap,gap gllbsc,True,LinearRegression,0.4267962916554541,0.7571021782722237,0.6138064730487581,-22.535689775213427,0.8880992248613849,1.083258374038638,1.0051045569107706,0.4957446808510638,-218.44138309184947,-0.21637307926108554,1.3524027206701528,1.2339946978562442,0.5042735042735043,-16.49219451674042,0.1316878946733973,1.1820503917325287,1.0154855081277363,0.4621212121212121,1.0,9.0,9.0,9.0,7.0,3.0,3.0,8.0,3.0,2.0,4.0,5.0,5.0,4.0,9.0
2,double_perovskites_gap,gap gllbsc,True,LinearSVR,0.40199244879324925,0.7733094795790045,0.6194695762898719,-19.79818564938902,0.9127551236294026,1.0157025379048468,0.9489469848953055,0.5085106382978724,-230.19827606627632,-0.18790044262330477,1.3881585282816178,1.2607852739018068,0.5169491525423728,-19.599364869810763,0.12121125210667658,1.282746260540497,1.095893726152695,0.5419847328244275,6.0,4.0,6.0,8.0,9.0,1.0,2.0,7.0,9.0,8.0,3.0,8.0,2.0,2.0,8.0
3,double_perovskites_gap,gap gllbsc,True,GradientBoosting,0.6096396701047095,0.6247882280383413,0.4921463846576415,-12.27732212776245,0.8758203635857175,1.0324733974103548,0.9543484930004836,0.4942785624888253,-182.04502303201127,-0.19074063141481254,1.2351671485863023,1.1435344216153376,0.7521367521367521,-17.994012072407706,0.11379166427543967,1.2317489395017303,1.1354585266934552,0.7633587786259542,3.0,7.0,4.0,4.0,4.0,6.0,5.0,6.0,8.0,6.0,5.0,2.0,8.0,8.0,4.0
4,double_perovskites_gap,gap gllbsc,True,ExtraTrees,0.6257487814804787,0.6117607526799356,0.3850790084950699,-4.726335984146582,0.7377098810022277,1.0794205148276281,0.9291154891048892,0.4035250631085467,-177.2543337940355,-0.18571190906737892,1.2188964678670318,1.0576629034336529,0.7692307692307693,-18.323629693378226,0.13137105382900538,1.242390710172868,1.08346043473631,0.7709923664122137,4.0,6.0,7.0,3.0,2.0,8.0,9.0,2.0,4.0,9.0,9.0,1.0,9.0,9.0,1.0
5,double_perovskites_gap,gap gllbsc,True,RandomForest,0.6383568199196298,0.6013677577658867,0.4169934781016986,-7.010946734670384,0.7962239361111549,1.0772279969784264,0.9610701422629326,0.41702127659574467,-203.97023050955278,-0.10113818314694797,1.3070498891533917,1.1913015526342374,0.7606837606837606,-19.464029893978147,0.10733940432746537,1.2785255841148093,1.1622030946347395,0.7938931297709924,5.0,5.0,3.0,1.0,1.0,9.0,8.0,4.0,5.0,4.0,8.0,3.0,7.0,6.0,2.0
6,double_perovskites_gap,gap gllbsc,True,KNeighbors,0.6237368737451859,0.6134029069500845,0.45025950875552534,-6.758294274503237,0.8075883228662512,1.0765566300063827,0.9665081598556459,0.44148936170212766,-213.74489597894984,-0.12739057022936817,1.3378523783321552,1.2005937465076664,0.7606837606837606,-21.528047765740553,0.06774585079122661,1.3414534950416876,1.1786534758143834,0.7862595419847328,8.0,2.0,2.0,2.0,3.0,7.0,7.0,3.0,6.0,3.0,7.0,4.0,6.0,5.0,3.0
7,double_perovskites_gap,gap gllbsc,True,DecisionTree,0.42696237283574745,0.756992488182183,0.45548570122040705,-3.521669704791888,0.6897666229282295,1.1364755007646343,0.9567370263182636,0.4627389109267941,-228.68453434995294,-0.08317890688165218,1.3836066684305088,1.1484971473545016,0.7435897435897436,-20.364667138741574,0.08373991062538097,1.3063570929212616,1.1201291932784632,0.7251908396946565,7.0,3.0,5.0,5.0,6.0,4.0,6.0,1.0,1.0,5.0,6.0,7.0,3.0,7.0,5.0
8,double_perovskites_gap,gap gllbsc,True,RbfSVR,0.46168765777700504,0.7336977185619394,0.5701283463746589,-12.066602403930478,0.8723988786848214,1.0327023258053707,0.9504915883827287,0.5203200429107814,-248.35902200924943,-0.19042555913027395,1.4416482622881155,1.331938771230357,0.6324786324786325,-21.677195455298495,0.15165673227253787,1.3458867382793764,1.2514877091341714,0.5877862595419847,9.0,1.0,1.0,6.0,5.0,5.0,4.0,5.0,7.0,7.0,2.0,9.0,1.0,1.0,6.0
0,double_perovskites_gap,gap gllbsc,False,Ridge,0.40833711299218,0.7691962603964089,0.62730446738051,-3.5828664145816442,0.7297186340102528,0.9983543533733545,0.8641307867408196,0.5340425531914894,-219.06449833934147,-0.1936981053613727,1.3543214685548333,1.2417339249806278,0.3076923076923077,-17.038488066432294,0.1215070126670411,1.2003666169943614,1.0249865047334024,0.4961832061068702,2.0,8.0,8.0,2.0,8.0,2.0,1.0,2.0,4.0,5.0,4.0,6.0,4.0,3.0,1.0
1,double_perovskites_gap,gap gllbsc,False,LinearRegression,0.423639298781329,0.7591842340424826,0.6143826134900708,-3.972682820446346,0.709409492413078,0.9983229724945539,0.8677948082952378,0.5255319148936171,-218.44138309184947,-0.21637307926108554,1.3524027206701528,1.2339946978562442,0.3076923076923077,-16.49219451674042,0.1316878946733973,1.1820503917325287,1.0154855081277363,0.48091603053435117,1.0,9.0,9.0,4.0,6.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0
2,double_perovskites_gap,gap gllbsc,False,LinearSVR,0.4046579147305457,0.7715841401101077,0.616669601401371,-3.617160415529875,0.7201591906592167,1.0155141755496986,0.8808600818386929,0.5433104940497655,-230.20971847954084,-0.18780505168569053,1.3881928790719913,1.2609700608882963,0.2905982905982906,-19.60632207193214,0.12107173505735819,1.2829628587624862,1.0959056227473574,0.48854961832061067,7.0,3.0,5.0,3.0,9.0,1.0,2.0,3.0,2.0,3.0,2.0,7.0,3.0,2.0,5.0
3,double_perovskites_gap,gap gllbsc,False,GradientBoosting,0.5964375233184032,0.6352656740936006,0.4994007926343514,-5.8980317739986035,0.7933540870965442,0.9555666055072124,0.8463772231884762,0.5455463777444038,-181.9649999756003,-0.1885399419082048,1.2348971257963448,1.1440591959909083,0.28205128205128205,-18.022052261762358,0.11250806994208896,1.232657797930046,1.1359077869577991,0.4580152671755725,4.0,6.0,4.0,5.0,4.0,6.0,5.0,9.0,9.0,7.0,1.0,2.0,8.0,8.0,6.0
4,double_perovskites_gap,gap gllbsc,False,ExtraTrees,0.6138941578120134,0.6213741563566887,0.38780576579515647,-3.846012078072196,0.7403250087074384,0.9727404875560303,0.8333364464539169,0.45641904075009015,-179.25463815561508,-0.18804207242067747,1.2257163917825447,1.0623725262143495,0.27350427350427353,-17.839700316835593,0.12666130297863337,1.226735228688342,1.0666745278452705,0.2595419847328244,3.0,7.0,7.0,8.0,2.0,8.0,9.0,4.0,8.0,8.0,9.0,1.0,9.0,9.0,7.0
5,double_perovskites_gap,gap gllbsc,False,RandomForest,0.6375940400485933,0.6020016278644159,0.416028439816448,-4.733893186605936,0.7609015729735993,0.9794165442231326,0.8546972385966356,0.4966462315182113,-202.58931550921923,-0.11276745606396692,1.3026395533467865,1.18354433660997,0.27350427350427353,-19.254462615113436,0.11306218169556846,1.2719621986468075,1.1482874256448294,0.32061068702290074,6.0,4.0,3.0,7.0,1.0,9.0,8.0,6.0,7.0,6.0,7.0,3.0,7.0,6.0,8.0
6,double_perovskites_gap,gap gllbsc,False,KNeighbors,0.6111157395696385,0.6236058534285591,0.45454816762414163,-4.802362878161439,0.7477663974100393,1.021343225672478,0.8964605146273451,0.47446808510638294,-213.74489597894984,-0.12739057022936817,1.3378523783321552,1.2005937465076664,0.3076923076923077,-21.528047765740553,0.06774585079122661,1.3414534950416876,1.1786534758143834,0.4090909090909091,8.0,2.0,2.0,6.0,3.0,7.0,7.0,7.0,1.0,1.0,8.0,4.0,6.0,5.0,3.0
7,double_perovskites_gap,gap gllbsc,False,DecisionTree,0.41461939635954315,0.7651016949663991,0.462179646902673,-2.8342354536242116,0.7058306338943701,0.9910333031268826,0.8195827139562029,0.5180129823296069,-241.9604605896869,-0.08780052861318295,1.4230316877151834,1.1800184776599778,0.2966101694915254,-18.890238392134435,0.15109530204074637,1.2604738389494194,1.0946989275055354,0.21374045801526717,5.0,5.0,6.0,9.0,7.0,3.0,6.0,1.0,6.0,9.0,6.0,8.0,2.0,7.0,4.0
8,double_perovskites_gap,gap gllbsc,False,RbfSVR,0.46463097266176845,0.7316891603257708,0.5689053394399353,-5.662451843302634,0.7628676207920022,1.0033594722902575,0.8868488426106337,0.5361702127659574,-248.3288738227184,-0.19042448504246845,1.4415611100484371,1.3318489117037993,0.26495726495726496,-21.680784485716657,0.151649394067408,1.3459932381625854,1.2516159141962557,0.5038167938931297,9.0,1.0,1.0,1.0,5.0,5.0,4.0,8.0,3.0,2.0,3.0,9.0,1.0,1.0,9.0
0,castelli_perovskites,e_form,True,Ridge,0.33000741600519756,0.8185307471285378,0.6269596180661855,-79.40060762983948,0.8278718139226531,1.1524976258563373,0.9331627697012451,0.49677135309656584,-146.4126228072559,-0.0013044543688017097,1.1152330378910467,1.0237622344365298,0.46506165590135057,-28.720678104888474,-0.166945502608196,1.554983741380171,1.4361695911462926,0.45641838351822506,5.0,2.0,2.0,3.0,4.0,3.0,1.0,6.0,1.0,1.0,5.0,5.0,2.0,1.0,4.0
1,castelli_perovskites,e_form,True,LinearRegression,0.33121829880201326,0.8177907441381239,0.625891066843902,-64.11699280430932,0.8111419574972168,1.1514319760994,0.9276096145944299,0.4961854460093897,-145.05344229883224,-0.0008871196607046434,1.1100797708281538,1.015645568740889,0.4703464474456841,-28.39501373892527,-0.16514242583374295,1.5464409067843596,1.4249935670203524,0.45219228737453776,4.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,2.0,2.0,6.0,4.0,3.0,2.0,3.0
2,castelli_perovskites,e_form,True,LinearSVR,0.3162041649955998,0.8269194852005847,0.6197106256816773,-49.83789643921031,0.79033560684253,1.1442679226843657,0.9147024497715852,0.49897270325799825,-122.74204649508611,-0.0026006517000072096,1.0217789162123165,0.9286450475416639,0.46095126247798,-25.421420164465317,-0.15435362174515355,1.4661370684741586,1.3463522060762356,0.45113576333861594,1.0,6.0,5.0,5.0,6.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,5.0,5.0,5.0
3,castelli_perovskites,e_form,True,GradientBoosting,0.43184379944765805,0.7537613684398675,0.570081650192009,-28.417915574134025,0.7598558004097503,1.1089552659112565,0.8755251979010407,0.5347004657480243,-131.9580867610053,-0.025697250660955955,1.0591456050429167,0.9739159931259803,0.5143863769817968,-27.921534078063505,-0.24117875748167877,1.5339357108515947,1.4107024772833834,0.5026371308016878,3.0,4.0,4.0,1.0,1.0,6.0,5.0,3.0,5.0,5.0,2.0,3.0,4.0,4.0,1.0
4,castelli_perovskites,e_form,True,KNeighbors,0.32418854589925006,0.8220775231696519,0.6062265330451568,-16.182873115377745,0.6601044701069163,1.1468593229797064,0.8864071863791587,0.5091536822620466,-164.05921667277985,-0.06055755769069016,1.1800982864810274,1.0040943054316116,0.4463343108504399,-36.56656742282003,-0.23147331957972728,1.7482247021928365,1.529282830028255,0.4229559748427673,6.0,1.0,1.0,6.0,5.0,2.0,4.0,1.0,3.0,4.0,3.0,6.0,1.0,3.0,6.0
5,castelli_perovskites,e_form,True,RbfSVR,0.41510942499135184,0.7647813903388654,0.5579229180318928,-20.91458665725829,0.7385457798190515,1.0928245460394592,0.8534462132072993,0.5481220657276995,-111.42249077318701,-0.03646093983398434,0.9739236038005945,0.8543225038452736,0.48854961832061067,-25.52201618120176,-0.20231048701728185,1.4689254770836306,1.3303771263924606,0.4727945060750132,2.0,5.0,6.0,2.0,2.0,5.0,6.0,2.0,6.0,6.0,1.0,1.0,6.0,6.0,2.0
0,castelli_perovskites,e_form,False,Ridge,0.3300621829458027,0.8184972920261845,0.6269327682939336,-6.3670009276703485,0.7738353028970272,1.0079953465025995,0.9281367107076056,0.46771353096565893,-146.7200933463378,-0.0032490855339123424,1.1163954983328914,1.0245239718991215,0.25997652582159625,-28.71435207340753,-0.1685577158556429,1.5548182438170792,1.4355371577322775,0.2266244057052298,5.0,2.0,2.0,6.0,4.0,3.0,1.0,5.0,2.0,1.0,5.0,5.0,2.0,1.0,6.0
1,castelli_perovskites,e_form,False,LinearRegression,0.33243614484651773,0.8170458097031537,0.6254403421764771,-6.153325443515681,0.7707432435667889,1.0063772155471156,0.9243287446097231,0.4671972988503371,-145.3260033625721,-0.0021221871066487295,1.1111150887586991,1.0162352290187435,0.26365237815619497,-28.391517102978195,-0.1663507163620834,1.5463489268702213,1.4245329730137897,0.22979397781299524,4.0,3.0,3.0,5.0,3.0,4.0,2.0,4.0,3.0,2.0,6.0,4.0,3.0,2.0,5.0
2,castelli_perovskites,e_form,False,LinearSVR,0.3160710719943983,0.8269999564725511,0.6198171267404168,-5.858683225447237,0.7918415404856648,0.9143794363396134,0.8344759070981747,0.4768951678469211,-123.02666777799102,-0.004776728382303932,1.022953347200729,0.9293729293801307,0.27422196124486203,-25.420498811379147,-0.15584370734868358,1.466111505092612,1.3457938878482165,0.23137876386687797,1.0,6.0,5.0,4.0,5.0,2.0,3.0,3.0,5.0,5.0,4.0,2.0,5.0,5.0,4.0
3,castelli_perovskites,e_form,False,GradientBoosting,0.43161795364887123,0.7539111660873106,0.5703961453687062,-6.371733505577797,0.7757788434897753,0.9677894669237342,0.8865191532211895,0.5096154475527462,-132.51400065730667,-0.03583915129144664,1.0613575035559357,0.9751328050361776,0.31866197183098594,-27.945141506316148,-0.24550919645818556,1.5345616266573776,1.412637037790632,0.2509244585314316,3.0,4.0,4.0,2.0,1.0,6.0,5.0,6.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0
4,castelli_perovskites,e_form,False,KNeighbors,0.31110102737784484,0.829999381097453,0.6120686712189954,-3.0689047043800155,0.6678415462447458,1.0098752237939428,0.8653776497864574,0.5014024660522538,-165.33183591767923,-0.06553566955762506,1.184638875451677,1.0062248948613053,0.2842907385697538,-36.429854212750186,-0.23423141406881828,1.7450407107798238,1.5259524511266904,0.23340358271865122,6.0,1.0,1.0,3.0,6.0,1.0,4.0,1.0,1.0,4.0,3.0,6.0,1.0,3.0,3.0
5,castelli_perovskites,e_form,False,RbfSVR,0.4163033239306564,0.7640004424536305,0.5567307957604057,-3.8324380168030534,0.7651914658926584,0.8821245686111828,0.7762825159591957,0.5498972703257998,-111.52919316525836,-0.04249249550152451,0.9743856791872806,0.8527010209965373,0.34938344098649443,-25.498050989674834,-0.20177862878909666,1.4682616693984734,1.3302035802766454,0.25303750660327523,2.0,5.0,6.0,1.0,2.0,5.0,6.0,2.0,6.0,6.0,1.0,1.0,6.0,6.0,1.0
0,expt_formation_enthalpy,e_form expt,True,Ridge,0.40462130593080947,0.7716078628870954,0.6148343500084879,-9.758241217711573,0.8088215580683263,1.0592575108349382,0.9646550438512804,0.541860465116279,-80.2783366234736,-0.17950783292341416,1.2562140484242101,1.1623780564305488,0.48148148148148145,-24.713760294178357,-0.05169035748355591,1.939281677506688,1.8784091118371355,0.4666666666666667,8.0,2.0,2.0,8.0,8.0,2.0,1.0,6.0,2.0,1.0,8.0,9.0,1.0,1.0,8.0
1,expt_formation_enthalpy,e_form expt,True,LinearRegression,0.42636994175373044,0.7573836928837784,0.6007563010577589,-4.242954208927703,0.7451968898412066,1.0907191356468897,0.9517502927355251,0.5604651162790698,-76.98298823000636,-0.19005532727064758,1.2304845888411151,1.1318447763390471,0.4351851851851852,-25.41912487210414,-0.16715587524313863,1.9657003387240473,1.8969909747102571,0.44166666666666665,9.0,1.0,1.0,9.0,7.0,3.0,3.0,2.0,1.0,2.0,4.0,8.0,2.0,2.0,9.0
2,expt_formation_enthalpy,e_form expt,True,LinearSVR,0.38290208648583823,0.7855557991092432,0.6106498118529178,-6.784006522007584,0.7781490388975709,1.043467950854246,0.9285147993228117,0.5465116279069767,-65.68727024641998,-0.19761910398263272,1.1378832711204006,1.0135459867840206,0.49074074074074076,-23.588330696164764,-0.1537696748237711,1.8963680137851175,1.8173902001590407,0.48333333333333334,7.0,3.0,3.0,7.0,9.0,1.0,2.0,4.0,3.0,3.0,6.0,7.0,3.0,3.0,7.0
3,expt_formation_enthalpy,e_form expt,True,GradientBoosting,0.8225533516420609,0.42124416715004986,0.31376065457970803,-8.441899221116888,0.8834460175153112,0.8337209063507265,0.7547401264903166,0.6093023255813953,-31.06745453062402,0.10780406178876928,0.789057198331305,0.7362695712418436,0.6574074074074074,-9.79108815538611,-0.04432019218547666,1.2562923607001648,1.1483731403374422,0.6916666666666667,4.0,6.0,5.0,1.0,3.0,7.0,7.0,5.0,8.0,7.0,2.0,4.0,6.0,6.0,1.0
4,expt_formation_enthalpy,e_form expt,True,ExtraTrees,0.8699728765903206,0.36059273898635197,0.25130456088492836,-11.574818624265196,0.8798760921394904,0.8242467487243346,0.7436787028068889,0.5279069767441861,-20.704786293981737,-0.046617487030080146,0.6491633598915688,0.575515971454937,0.6574074074074074,-7.679744864654449,-0.0835890613982042,1.126708520212929,0.9836614833492384,0.675,1.0,9.0,9.0,2.0,1.0,9.0,9.0,8.0,9.0,8.0,9.0,1.0,9.0,9.0,2.0
5,expt_formation_enthalpy,e_form expt,True,RandomForest,0.8411082523385146,0.398612277359197,0.28456519748697834,-13.472035666831342,0.8862018126771746,0.8530536194014265,0.7802420259752929,0.54520887166236,-24.066731576390936,0.021535835391202393,0.6976299186769908,0.6347891162719735,0.6388888888888888,-8.575943837577972,-0.07613249969194978,1.1834472201081556,1.0337140083178533,0.65,2.0,8.0,7.0,3.0,2.0,8.0,8.0,9.0,6.0,6.0,7.0,2.0,8.0,7.0,3.0
6,expt_formation_enthalpy,e_form expt,True,KNeighbors,0.729434302473134,0.520159300144548,0.3644795329816119,-10.843804754531662,0.8230845157237188,0.963070416805081,0.8606877946638497,0.5488372093023256,-35.21593781389047,0.054225290107064054,0.8385444912029445,0.7504746554610819,0.5833333333333334,-9.700924627936974,0.0366469136068905,1.2510329582375106,1.1067400310809672,0.625,3.0,7.0,6.0,4.0,4.0,6.0,6.0,7.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
7,expt_formation_enthalpy,e_form expt,True,DecisionTree,0.6832912370733955,0.5627688361366544,0.3747403285560798,-3.690170847181928,0.8170258926598356,0.851332598202378,0.7171208508306206,0.5775089605734767,-27.031987552723567,0.07003085093251649,0.7377397566614828,0.5873388088820962,0.5833333333333334,-10.09308435504783,-0.1352046532021027,1.2737501743189357,0.9900382650078728,0.6083333333333333,5.0,5.0,8.0,5.0,5.0,5.0,5.0,1.0,7.0,9.0,3.0,3.0,7.0,8.0,6.0
8,expt_formation_enthalpy,e_form expt,True,RbfSVR,0.6793564654261266,0.5662539488373334,0.4167840434088024,-5.567124108693005,0.8045197904172886,0.932308034287812,0.808904083824538,0.6093023255813954,-50.32261641692559,-0.12965392578962248,0.9982300434699681,0.8667778385560935,0.5925925925925926,-11.413254472691369,0.3170922917177779,1.3474136044134597,1.2517665981998305,0.5583333333333333,6.0,4.0,4.0,6.0,6.0,4.0,4.0,3.0,5.0,5.0,1.0,6.0,4.0,4.0,4.0
0,expt_formation_enthalpy,e_form expt,False,Ridge,0.4014299724197542,0.7736730753879482,0.6160262881859878,-33.643607760481856,0.8821666910021082,1.099701034206514,0.9946580707394824,0.4813953488372093,-80.27833662347372,-0.1795078329234143,1.2562140484242108,1.1623780564305497,0.4444444444444444,-24.71376029417838,-0.051690357483555834,1.9392816775066886,1.8784091118371364,0.21666666666666667,8.0,2.0,2.0,7.0,8.0,2.0,1.0,9.0,1.0,1.0,7.0,9.0,1.0,1.0,7.0
1,expt_formation_enthalpy,e_form expt,False,LinearRegression,0.4212252647410418,0.7607724595823367,0.6037044811786283,-19.314295723648122,0.8453899325917144,1.0884164376221992,0.9687096819926373,0.4534883720930233,-76.9829882300089,-0.19005532727064675,1.230484588841135,1.1318447763390718,0.4351851851851852,-25.419124872103836,-0.16715587524314554,1.965700338724036,1.8969909747102485,0.15833333333333333,9.0,1.0,1.0,9.0,7.0,3.0,3.0,7.0,3.0,2.0,8.0,8.0,2.0,2.0,8.0
2,expt_formation_enthalpy,e_form expt,False,LinearSVR,0.37697628241435255,0.7893185146603666,0.6137440996985273,-19.477582699363097,0.8091720617113921,1.094545046182113,0.9648908926328603,0.44651162790697674,-65.71388194751351,-0.19755968336874385,1.1381102858794045,1.0137501572515748,0.4351851851851852,-23.616788678701244,-0.1537295334936666,1.8974651033460583,1.8185416744247362,0.20833333333333334,7.0,3.0,3.0,8.0,9.0,1.0,2.0,8.0,2.0,3.0,9.0,7.0,3.0,3.0,9.0
3,expt_formation_enthalpy,e_form expt,False,GradientBoosting,0.8238834244958805,0.4196624542464092,0.3171898552692651,-15.206454690635429,0.8915430853319618,0.8808562495393596,0.7853523139110798,0.5302325581395348,-30.907673858240024,0.09923969250846312,0.7870889484022507,0.7343397980948337,0.49074074074074076,-9.83148811912783,-0.04906112636186569,1.2586418341780194,1.1500651315962158,0.475,4.0,6.0,5.0,5.0,3.0,7.0,7.0,4.0,6.0,6.0,3.0,4.0,6.0,6.0,5.0
4,expt_formation_enthalpy,e_form expt,False,ExtraTrees,0.86883990378244,0.36216031839167573,0.2540758637267277,-16.20120803492561,0.9090931317341869,0.8063094634737178,0.7202698602737756,0.48372093023255813,-21.014551656793643,-0.041199370534203375,0.653779298625074,0.5783730690086555,0.5925925925925926,-7.615147786361257,-0.05476676756123529,1.122508051073969,0.9854747547469392,0.5083333333333333,1.0,9.0,9.0,2.0,1.0,9.0,9.0,5.0,9.0,9.0,6.0,1.0,9.0,9.0,2.0
5,expt_formation_enthalpy,e_form expt,False,RandomForest,0.8345109239795443,0.4068034857525875,0.2870193347567768,-18.2589893792843,0.901461058647318,0.8495586807280715,0.7603343305858041,0.5069767441860465,-22.986812132971146,-0.002906424146626882,0.6824369120524052,0.6189849178449182,0.6018518518518519,-8.434996541119572,-0.08278068074747726,1.1747054167106725,1.032908483300029,0.525,2.0,8.0,7.0,1.0,2.0,8.0,8.0,6.0,8.0,7.0,5.0,2.0,8.0,7.0,1.0
6,expt_formation_enthalpy,e_form expt,False,KNeighbors,0.7353940063773342,0.5143986718710166,0.36511920972286566,-12.544282589723522,0.8394259136233103,0.9331901195288533,0.8084201208888622,0.5196088794926004,-35.21593781389048,0.054225290107064096,0.8385444912029445,0.7504746554610819,0.5137614678899083,-9.726112539877658,0.036469201882077,1.2525044379564778,1.1077075623133825,0.44166666666666665,3.0,7.0,6.0,6.0,4.0,6.0,6.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0
7,expt_formation_enthalpy,e_form expt,False,DecisionTree,0.6831583941560617,0.5628868499476056,0.3765739959671057,-4.983087414330895,0.8364243347303624,0.868807088070924,0.7296688736003764,0.571477115854306,-28.688160075398397,0.07525984803634313,0.7592204260499341,0.590195123058509,0.5412844036697247,-10.145083946627274,-0.1418983457343213,1.2767320794609072,0.9973399440955506,0.5,5.0,5.0,8.0,3.0,5.0,5.0,5.0,1.0,7.0,8.0,1.0,3.0,7.0,8.0,3.0
8,expt_formation_enthalpy,e_form expt,False,RbfSVR,0.6745967311953617,0.570441293039554,0.41374956622621234,-11.70468370003837,0.8330392317635483,0.9449226263048336,0.8160689848638248,0.5441860465116279,-50.33245147566544,-0.12973796077269187,0.9983256853282723,0.8669026909350854,0.48148148148148145,-11.414402974184302,0.31709558828628637,1.347475935800714,1.2518362949126123,0.48333333333333334,6.0,4.0,4.0,4.0,6.0,4.0,4.0,2.0,4.0,4.0,2.0,6.0,4.0,4.0,6.0
0,expt_formation_enthalpy_kingsbury,expt_form_e,True,Ridge,0.7140004568862981,0.5347892511201977,0.39936170492062245,-2.0837070763205894,0.787037496573723,0.6470713940454274,0.5267723967454784,0.59375,-16.99216749065939,0.1558739738153534,1.3981991384674732,1.332122166430097,0.3177083333333333,-5.35392997799729,0.381345396230238,1.9677626562360184,1.828988095584108,0.3145539906103286,7.0,3.0,1.0,9.0,8.0,2.0,1.0,2.0,2.0,2.0,4.0,9.0,1.0,2.0,9.0
1,expt_formation_enthalpy_kingsbury,expt_form_e,True,LinearRegression,0.7234133043605123,0.5259151030722428,0.39008438925065947,-2.1794155536495334,0.7636092603801685,0.7215045743814151,0.5914284911070724,0.51171875,-16.688983859898986,0.24654913401728107,1.3863686540191336,1.332737100193217,0.375,-5.089292815900775,0.3431116544200766,1.926348820654165,1.7759603146140226,0.3427230046948357,4.0,6.0,5.0,7.0,7.0,3.0,3.0,3.0,1.0,1.0,9.0,8.0,2.0,1.0,7.0
2,expt_formation_enthalpy_kingsbury,expt_form_e,True,LinearSVR,0.7116315374606896,0.5369994995708193,0.39395412755884174,-1.817946913166607,0.7600907585889506,0.6172141187677651,0.49815008402215905,0.5924479166666667,-14.815217221973878,0.14594344580445318,1.3108858275858386,1.2223017313254074,0.3541666666666667,-5.322215121823643,0.357948191910727,1.9628455907824247,1.8192803110774023,0.323943661971831,6.0,4.0,2.0,8.0,9.0,1.0,2.0,1.0,4.0,5.0,5.0,6.0,4.0,4.0,8.0
